type,amount,otherPlayer,player,time
Money Transfer,500000,Neffer,Neffbankherb,1578905462
Postage,30,Neffbankench,Neffer,1578869710
Postage,90,Neffer,Nefferbank,1578869106
Postage,60,Neffbankench,Neffer,1578162723
Repair Bill,35712,Merchant,Neffer,1578162677
Postage,60,Neffbankench,Neffer,1578157441
Postage,90,Neffbankench,Neffer,1578099922
Postage,30,Neffbankench,Neffer,1578012088
Postage,30,Neffbankench,Neffer,1578009006
Postage,30,Nefferbank,Neffer,1578007648
Postage,30,Neffbankench,Neffer,1578004465
Repair Bill,977,Merchant,Neffer,1578004426
Money Transfer,4500000,Frozbank,Neffer,1578002762
Repair Bill,342,Merchant,Neffer,1578000812
Repair Bill,72272,Merchant,Neffer,1578000076
Money Transfer,1050000,Neffer,Nefferbank,1577987175
Postage,30,Neffbankench,Neffer,1577912806
Postage,300,Neffbankherb,Neffer,1577891997
Postage,30,Neffbankench,Nefferbank,1577887857
Postage,30,Azgabank,Neffer,1577663446
Postage,420,Neffbankfish,Neffer,1577662875
Money Transfer,1370000,Neffer,Neffbankench,1577658089
Postage,30,Frozbank,Neffer,1577655640
Repair Bill,118,Merchant,Neffer,1577655614
Repair Bill,13410,Merchant,Neffer,1577653988
Repair Bill,233,Merchant,Confused,1577576418
Repair Bill,21245,Merchant,Neffer,1577566123
Postage,60,Neffbankench,Neffer,1577560453
Postage,120,Cellz,Neffer,1577543104
Postage,30,Neffbankench,Neffer,1577538390
Postage,30,Neffbankench,Neffer,1577538044
Postage,30,Neffbankherb,Neffer,1577538002
Postage,210,Neffbankherb,Neffer,1577499180
Repair Bill,7278,Merchant,Neffer,1577499117
Postage,240,Jidask,Neffer,1577462786
Repair Bill,6279,Merchant,Neffer,1577460520
Money Transfer,100000,Neffer,Nefferbank,1577446878
Postage,30,Neffer,Nefferbank,1577446878
Repair Bill,15126,Merchant,Neffer,1577034408
Postage,30,Akks,Neffer,1576608414
Postage,30,Neffer,Neffstorage,1576606717
Postage,60,Nefferbank,Neffer,1576536288
Postage,390,Neffbankfish,Neffer,1576450846
Postage,30,Neffer,Neffstorage,1576418739
Postage,30,Neffer,Neffbankench,1576376897
Postage,30,Neffbankherb,Neffer,1576360819
Repair Bill,545,Merchant,Neffer,1576357469
Postage,30,Nefferbank,Neffer,1576341557
Postage,30,Neffstorage,Confused,1576197616
Postage,60,Neffbankench,Neffer,1576188411
Repair Bill,23368,Merchant,Neffer,1576187486
Money Transfer,6207000,Frozbank,Neffer,1576187469
Money Transfer,300000,Neffer,Nefferbank,1576166140
Postage,30,Neffer,Nefferbank,1576103051
Postage,60,Nefferbank,Neffer,1575933670
Postage,30,Visas,Nefferbank,1575830906
Money Transfer,1100000,Neffer,Nefferbank,1575416864
Money Transfer,460000,Neffer,Nefferbank,1575398806
Repair Bill,42387,Merchant,Neffer,1575323828
Money Transfer,400000,Neffer,Neffbankench,1575312738
Postage,30,Neffer,Neffbankench,1575312738
Money Transfer,150000,Frozbank,Neffer,1574895442
Postage,30,Neffer,Nefferbank,1574844869
Postage,30,Confused,Neffer,1574810419
Postage,240,Neffbankherb,Neffer,1574810104
Repair Bill,45686,Merchant,Neffer,1574809957
Postage,90,Nefferbank,Neffbankherb,1574456370
Postage,30,Neffbankench,Neffer,1574448274
Postage,30,Frozbank,Neffer,1574373860
Repair Bill,24442,Merchant,Neffer,1574369247
Postage,60,Neffbankherb,Neffer,1574204338
Postage,60,Neffer,Nefferbank,1574192174
Money Transfer,100000,Neffer,Neffbankfish,1574015908
Money Transfer,30000,Neffer,Neffbankench,1573992881
Postage,30,Neffer,Neffbankench,1573992881
Postage,30,Neffer,Neffbankherb,1573952926
Money Transfer,550000,Neffer,Nefferbank,1573953210
Postage,30,Neffer,Nefferbank,1573953210
Money Transfer,1400000,Neffer,Nefferbank,1573586018
Postage,30,Neffbankench,Neffer,1573421525
Postage,90,Nefferbank,Neffer,1573421482
Postage,120,Nefferbank,Neffer,1573412942
Repair Bill,1062,Merchant,Neffer,1573412439
Repair Bill,116,Merchant,Neffer,1573410112
Postage,30,Neffer,Nefferbank,1573406713
Postage,90,Confused,Neffer,1573311658
Postage,90,Neffbankherb,Neffer,1573311647
Postage,30,Jione,Neffer,1573306744
Postage,30,Jione,Neffer,1573164765
Postage,120,Nefferbank,Confused,1572998847
Postage,60,Neffbankherb,Confused,1572998854
Postage,60,Neffbankherb,Confused,1572997128
Repair Bill,12410,Merchant,Neffer,1572990771
Postage,30,Neffer,Nefferbank,1572981609
Postage,60,Nefbankherb,Nefferbank,1572826960
Postage,30,Neffstorage,Neffer,1572824129
Postage,60,Neffbankench,Neffer,1572823528
Repair Bill,33127,Merchant,Neffer,1572823370
Money Transfer,150000,Nefferbank,Neffbankherb,1572291624
Postage,30,Nefferbank,Neffbankherb,1572291624
Postage,30,Neffer,Nefferbank,1572482970
Repair Bill,36693,Merchant,Neffer,1572559021
Repair Bill,46,Merchant,Confused,1572643659
Postage,30,Neffstorage,Nefferbank,1572695050
Repair Bill,2647,Merchant,Neffer,1572663381
Money Transfer,200000,Confused,Nefferbank,1572714325
Postage,30,Neffer,Nefferbank,1572715066
Repair Bill,142,Merchant,Confused,1572728862
Postage,60,Neffer,Confused,1572731209
Postage,60,Neffbankherb,Confused,1572731247
Postage,270,Nefferbank,Confused,1572739844
Postage,30,Neffstorage,Neffer,1572907673
Postage,30,Neffstorage,Nefferbank,1572943865
Postage,30,Neffer,Nefferbank,1572943873
Postage,60,Neffstorage,Neffer,1572984500
Money Transfer,1200000,Neffer,Neffstorage,1572995106
Postage,30,Neffer,Neffstorage,1573066353
Postage,60,Nefferbank,Confused,1573071246
Postage,150,Nefferbank,Neffstorage,1573496751
Postage,60,Neffbankench,Neffstorage,1573510705
Postage,120,Neffbankench,Neffer,1573518450
Money Transfer,25000,Frozbank,Neffer,1573850033
Postage,90,Nefferbank,Neffer,1573858888
Repair Bill,16349,Merchant,Neffer,1573937128
Postage,210,Cowwithagun,Nefferbank,1573939007
Money Transfer,200000,Neffer,Confused,1573943954
Postage,390,Nefferbank,Confused,1573948680
Postage,30,Neffer,Neffbankench,1573953006
Postage,30,Neffer,Nefferbank,1573993136
Money Transfer,650000,Neffer,Nefferbank,1573993136
Postage,30,Neffer,Neffbankherb,1573992846
Money Transfer,230000,Neffer,Neffbankherb,1573992846
Postage,30,Neffer,Neffbankfish,1573954313
Postage,60,Millenja,Neffer,1574000961
Postage,90,Nervs,Neffer,1574000995
Postage,90,Nefferbank,Neffer,1574708194
Postage,60,Neffstorage,Neffer,1574708200
Repair Bill,1590,Merchant,Neffer,1574716709
Money Transfer,200000,Neffer,Nefferbank,1575016283
Postage,30,Neffer,Nefferbank,1575016283
Postage,330,Neffbankherb,Confused,1575236023
Postage,30,Nefferbank,Confused,1575236101
Postage,60,Neffbankherb,Neffer,1575243249
Postage,120,Nefferbank,Confused,1575313146
Postage,30,Nefferbank,Neffer,1575328101
Money Transfer,150000,Neffer,Neffbankfish,1575502468
Postage,120,Confused,Neffer,1575585041
Postage,30,Neffstorage,Confused,1575679939
Postage,90,Nefferbank,Confused,1575679969
Postage,30,Neffer,Confused,1575679979
Money Transfer,600000,Neffer,Confused,1575679979
Postage,30,Jione,Neffer,1575736833
Postage,480,Neffbankherb,Neffer,1575753115
Postage,30,Neffstorage,Neffer,1575753142
Repair Bill,4846,Merchant,Neffer,1576365629
Money Transfer,300000,Neffer,Confused,1576418607
Postage,30,Neffer,Neffbankherb,1576418772
Money Transfer,100000,Neffer,Neffbankherb,1576418772
Postage,30,Nefferbank,Neffer,1576434726
Postage,120,Neffbankfish,Neffer,1576523423
Postage,30,Neffer,Nefferbank,1576606929
Money Transfer,50000,Neffer,Nefferbank,1576606929
Postage,30,Confused,Neffer,1576610960
Money Transfer,50000,Neffer,Confused,1576666678
Money Transfer,100000,Neffer,Nefferbank,1576685196
Postage,240,Neffer,Neffbankench,1578234959
Money Transfer,900000,Neffer,Nefferbank,1578250113
Postage,90,Neffbankench,Neffer,1578260376
Money Transfer,950000,Neffer,Neffbankfish,1578438315
Postage,180,Neffbankherb,Confused,1578442454
Postage,120,Nefferbank,Confused,1578443364
Postage,60,Neffbankherb,Confused,1578443381
Postage,30,Neffbankench,Neffer,1578519379
Money Transfer,40000,Azgard,Neffer,1578529119
Money Transfer,40000,Brutaldask,Neffer,1578529141
Postage,390,Nefferbank,Neffer,1578529214
Postage,30,Neffbankench,Neffer,1578746029
Postage,30,Confused,Neffer,1578750026
Repair Bill,35345,Merchant,Neffer,1578750071
Postage,30,Neffbankench,Neffer,1578762266
Repair Bill,1810,Merchant,Neffer,1578765456
Postage,60,Neffbankench,Neffer,1578786025
Postage,30,Neffbankench,Neffer,1578788727
Repair Bill,12706,Merchant,Neffer,1578797432
Postage,30,Neffbankench,Neffer,1578797471
Postage,210,Nefferbank,Neffer,1578797582
Postage,30,Confused,Neffer,1578831523
Repair Bill,30446,Merchant,Neffer,1578853221
Postage,540,Neffbankherb,Neffer,1578853287
Postage,120,Neffstorage,Neffbankherb,1579645508
Repair Bill,24741,Merchant,Neffer,1579649890
Money Transfer,380000,Neffer,Confused,1579738420
Postage,30,Nefferbank,Confused,1579738506
Repair Bill,3000,Merchant,Neffer,1579812511
Postage,60,Frozbank,Neffer,1579815892
Repair Bill,2486,Merchant,Neffer,1579821567
Postage,90,Neffbankherb,Nefferbank,1579890315
Postage,240,Nefferbank,Confused,1579906867
Postage,30,Neffer,Neffbankench,1579910381
Postage,60,Nefferbank,Neffer,1579914233
Money Transfer,1700000,Neffer,Nefferbank,1579950189
Postage,120,Nefferbank,Confused,1580057536
Postage,30,Nefferbank,Neffer,1580064003
Postage,30,Jione,Neffer,1580072024
Money Transfer,200000,Neffer,Nefferbank,1580572151
Money Transfer,1350000,Neffer,Neffbankfish,1581029310
Postage,30,Neffer,Neffbankfish,1581029311
Postage,30,Locknroll,Confused,1581268433
Repair Bill,1680,Merchant,Confused,1581272789
Repair Bill,11834,Merchant,Confused,1581291981
Money Transfer,200000,Neffer,Neffbankherb,1581331226
Money Transfer,1200000,Neffer,Nefferbank,1581446352
Postage,720,Neffer,Neffbankench,1581542427
Postage,30,Jione,Neffer,1581559853
Repair Bill,62346,Merchant,Neffer,1581557236
Money Transfer,500000,Neffer,Neffbankench,1581542471
Money Transfer,300000,Neffer,Neffbankench,1581591547
Postage,30,Raiguy,Neffer,1581678982
Postage,30,Neffbankherb,Confused,1581691437
Postage,30,Neffbankfish,Neffer,1582578615
Postage,180,Neffer,Confused,1582672776
Money Transfer,1500000,Neffer,Confused,1582674559
Postage,30,Neffer,Nefferbank,1582675847
Postage,90,Marnaa,Neffer,1585491263
Repair Bill,11380,Merchant,Neffer,1585491277
Postage,240,Marnaa,Nefferbank,1585676441
Money Transfer,2400000,Neffer,Neffbankench,1586017631
Postage,30,Neffer,Neffbankench,1586017631
Postage,30,Marnaa,Confused,1585685055
Postage,120,Neffbankench,Neffer,1586018276
Repair Bill,773,Merchant,Marnaa,1586043459
Repair Bill,1487,Merchant,Marnaa,1586048345
Repair Bill,1070,Merchant,Marnaa,1586128379
Postage,30,Marnaa,Neffbankench,1586130686
Money Transfer,100000,Marnaa,Nefferbank,1586373327
Postage,30,Marnaa,Nefferbank,1586373327
Postage,210,Nefferbank,Marnaa,1586469080
Repair Bill,29,Merchant,Marnaa,1586704961
Postage,30,Neffbankherb,Marnaa,1586706872
Repair Bill,9263,Merchant,Marnaa,1586780721
Postage,90,Frozbank,Marnaa,1586781025
Repair Bill,857,Merchant,Marnaa,1586790046
Postage,90,Neffbankherb,Marnaa,1586801065
Money Transfer,400000,Neffer,Neffbankench,1587340957
Postage,390,Neffer,Nefferbank,1587678482
Money Transfer,1000000,Neffbankench,Neffer,1587746123
Postage,30,Sellee,Neffbankench,1587751198
Postage,930,Nefferbank,Marnaa,1587828485
Postage,30,Nefferbank,Confused,1587838210
Postage,210,Nefferbank,Marnaa,1587845725
Postage,30,Marnaa,Nefferbank,1588007197
Postage,120,Nefferbank,Marnaa,1588019178
Postage,30,Neffbankench,Nefferbank,1588021352
Postage,240,Celeealch,Confused,1588197150
Postage,360,Nefferbank,Marnaa,1588202414
Money Transfer,350000,Neffbankench,Marnaa,1588291571
Repair Bill,37868,Merchant,Marnaa,1588428167
Repair Bill,44933,Merchant,Marnaa,1588438512
Repair Bill,8181,Merchant,Marnaa,1588898890
Repair Bill,49867,Merchant,Marnaa,1588896538
Postage,30,Nefferbank,Neffer,1589146576
Postage,210,Marnaa,Neffbankench,1589733621
Repair Bill,5350,Merchant,Neffer,1589745627
Postage,180,Frozbank,Neffer,1589745640
Postage,30,Marnaa,Neffer,1589892955
Repair Bill,15369,Merchant,Marnaa,1589995360
Repair Bill,41864,Merchant,Marnaa,1590193628
Repair Bill,25734,Merchant,Marnaa,1590281954
Postage,30,Nefferbank,Neffer,1590321264
Repair Bill,15664,Merchant,Marnaa,1590618976
Postage,30,Nefferbank,Marnaa,1590619037
Money Transfer,500000,Nefferbank,Confused,1590702874
Postage,30,Nefferbank,Confused,1590702874
Postage,30,Neffbankench,Nefferbank,1590703824
Postage,30,Nefferbank,Confused,1590772455
Postage,210,Neffbankherb,Marnaa,1590779667
Postage,30,Neffbankherb,Neffbankench,1590957747
Repair Bill,13054,Merchant,Marnaa,1591040343
Postage,60,Nefferbank,Marnaa,1591040391
Postage,390,Cashcowc,Marnaa,1591052712
Repair Bill,17964,Merchant,Marnaa,1590796740
Repair Bill,9657,Merchant,Marnaa,1591098766
Postage,30,Confused,Neffstorage,1591123461
Postage,30,Nefferbank,Neffbankench,1591123198
Postage,60,Neffbankherb,Nefferbank,1591173116
Repair Bill,8817,Merchant,Marnaa,1591186382
Postage,240,Cashcowc,Marnaa,1591186429
Postage,420,Nefferbank,Marnaa,1591227076
Postage,330,Cashcowc,Marnaa,1591227095
Postage,30,Neffbankherb,Marnaa,1591227086
Postage,30,Neffbankherb,Nefferbank,1591290964
Repair Bill,1929,Merchant,Neffer,1591300170
Postage,30,Dizzay,Neffer,1591306297
Postage,30,Frozbank,Neffer,1591307128
Postage,60,Nefferbank,Neffer,1591307306
Repair Bill,24339,Merchant,Marnaa,1591313968
Postage,90,Neffbankherb,Thepotman,1591387370
Postage,300,Cashcowc,Marnaa,1591314128
Postage,30,Cashcowc,Neffer,1591463107
Postage,30,Thepotman,Marnaa,1591523815
Postage,330,Nefferbank,Marnaa,1591531206
Postage,300,Whi,Neffbankherb,1591626550
Money Transfer,500000,Marnaa,Nefferbank,1591650470
Postage,180,Thepotman,Confused,1591689278
Postage,30,Neffbankench,Marnaa,1591738089
Money Transfer,450000,Neffbankench,Marnaa,1591738089
Postage,270,Nefferbank,Marnaa,1591789419
Postage,60,Neffbankjc,Marnaa,1591789429
Postage,30,Confused,Thepotman,1591801019
Money Transfer,566974,Confused,Thepotman,1591801019
Money Transfer,1478801,Confused,Nefferbank,1591806317
Postage,30,Confused,Nefferbank,1591806317
Money Transfer,641375,Confused,Neffstorage,1591805895
Money Transfer,625850,Nefferbank,Confused,1591818947
Postage,90,Neffbankjc,Nefferbank,1592062252
Postage,120,Neffbankench,Nefferbank,1592155422
Repair Bill,39974,Merchant,Neffer,1592163343
Money Transfer,1081064,Nefferbank,Thepotman,1592169393
Money Transfer,2264043,Nefferbank,Thepotman,1592336542
Repair Bill,7870,Merchant,Marnaa,1592349988
Postage,90,Confused,Thepotman,1592414506
Postage,30,Confused,Neffstorage,1592428635
Postage,30,Confused,Nefferbank,1592439270
Repair Bill,1826,Merchant,Marnaa,1592481531
Money Transfer,5439348,Nefferbank,Thepotman,1592516974
Postage,150,Confused,Thepotman,1592517215
Postage,30,Nefferbank,Thepotman,1592516974
Postage,450,Nefferbank,Marnaa,1592524955
Postage,270,Confused,Thepotman,1592525684
Money Transfer,10821,Nefferbank,Sellee,1592568120
Postage,450,thepotman,Confused,1592568764
Money Transfer,2000000,Neffbankench,Nefferbank,1592573486
Repair Bill,17948,Merchant,Neffer,1592848109
Money Transfer,3978998,Nefferbank,Thepotman,1593039992
Postage,30,Confused,Neffer,1593128907
Postage,30,Nefferbank,Neffer,1593128921
Money Transfer,15158384,Nefferbank,Neffer,1593128921
Postage,390,Neffbankherb,Confused,1593120553
Postage,210,thepotman,Confused,1593120778
Postage,150,Nefferbank,Marnaa,1593041981
Postage,180,Frozbank,Neffer,1593118879
Money Transfer,200000,Frozbank,Neffer,1593118894
Money Transfer,1734704,Nefferbank,Thepotman,1593098433
Postage,30,Nefferbank,Thepotman,1593098433
Postage,120,Nefferbank,Neffer,1593044067
Repair Bill,4947,Merchant,Neffer,1593043872
Postage,30,Confused,Marnaa,1593041991
Postage,60,Confused,Thepotman,1593134872
Postage,30,Cashcowd,Marnaa,1593041966
Postage,90,Cashcowd,Nefferbank,1593262848
Money Transfer,6000000,Marnaa,Nefferbank,1593341960
Postage,660,thepotman,Confused,1593365162
Repair Bill,16814,Merchant,Neffer,1593373543
Postage,30,Confused,Neffer,1593390825
Repair Bill,25573,Merchant,Neffer,1593390899
Postage,90,Nefferbank,Neffer,1593390867
Postage,90,Marnaa,Nefferbank,1593460304
Repair Bill,9562,Merchant,Marnaa,1593469637
Postage,600,thepotman,Confused,1593473424
Postage,30,Neffer,Nefferbank,1593516706
Postage,30,Nefferbank,Marnaa,1593471690
Postage,210,Nefferbank,Marnaa,1593554457
Postage,240,thepotman,Marnaa,1593554476
Postage,240,Confused,Thepotman,1593616216
Postage,60,Confused,Thepotman,1593644772
Postage,30,Nefferbank,Thepotman,1593644775
Postage,90,thepotman,Nefferbank,1593650126
Money Transfer,1500000,Marnaa,Nefferbank,1593695088
Postage,120,Confused,Nefferbank,1593730652
Postage,30,frozbank,Frozengold,1593695509
Money Transfer,4300000,frozbank,Frozengold,1593695509
Postage,30,Marnaa,Nefferbank,1593695088
Postage,30,Neffbankench,Neffer,1593694286
Postage,30,Confused,Neffer,1593694278
Postage,390,Confused,Nefferbank,1593650141
Money Transfer,2486513,Nefferbank,Thepotman,1593644775
Postage,240,thepotman,Confused,1593623735
Postage,30,Nefferbank,Thepotman,1593616235
Postage,60,Confused,Thepotman,1593796333
Postage,90,Confused,Neffbankherb,1593808650
Postage,60,Nefferbank,Neffstorage,1593803003
Postage,150,thepotman,Confused,1593810469
Postage,30,Nefferbank,Thepotman,1593896352
Postage,30,Nefferbank,Thepotman,1593904118
Postage,30,Confused,Thepotman,1593904425
Postage,60,Nefferbank,Neffer,1594053141
Postage,30,Nefferbank,Thepotman,1594066014
Postage,60,Confused,Thepotman,1594139208
Money Transfer,3162582,Nefferbank,Thepotman,1594298586
Postage,180,thepotman,Nefferbank,1594305908
Postage,120,thepotman,Nefferbank,1594313316
Postage,30,Nefferbank,Neffer,1594329478
Postage,240,Frozbank,Neffer,1594328641
Postage,120,Confused,Nefferbank,1594313318
Postage,30,Nefferbank,Thepotman,1594298586
Postage,60,Neffbankench,Neffer,1594335303
Postage,30,Nefferbank,Marnaa,1594337618
Postage,30,frozbank,Frozengold,1594330980
Money Transfer,6500000,frozbank,Frozengold,1594330980
Postage,360,Confused,Thepotman,1594197146
Postage,30,Nefferbank,Thepotman,1594197205
Postage,960,thepotman,Confused,1594245593
Postage,30,Nefferbank,Thepotman,1594400796
Repair Bill,9672,Merchant,Marnaa,1594408317
Postage,300,Nefferbank,Marnaa,1594408412
Repair Bill,10957,Merchant,Marnaa,1594412815
Postage,60,Neffbankjc,Marnaa,1594412869
Repair Bill,9670,Merchant,Marnaa,1594417185
Repair Bill,55334,Merchant,Marnaa,1594507187
Postage,720,Nefferbank,Marnaa,1594507249
Postage,270,Neffstorage,Marnaa,1594510127
Postage,30,Neffbankjc,Marnaa,1594510148
Postage,330,Nefferbank,Marnaa,1594510196
Repair Bill,5062,Merchant,Marnaa,1594557460
Postage,30,Neffbankjc,Marnaa,1594557496
Repair Bill,29532,Merchant,Marnaa,1594563735
Postage,30,Confused,Marnaa,1594563778
Postage,420,Nefferbank,Marnaa,1594563794
Money Transfer,799094,Nefferbank,Thepotman,1594564736
Postage,30,Nefferbank,Thepotman,1594564736
Postage,30,Confused,Marnaa,1594575717
Postage,300,Neffstorage,Marnaa,1594590541
Postage,30,Confused,Marnaa,1594590573
Postage,420,Nefferbank,Marnaa,1594595721
Postage,270,Neffstorage,Marnaa,1594595731
Money Transfer,5332091,Nefferbank,Marnaa,1594595976
Money Transfer,991259,Nefferbank,Confused,1594597970
Postage,30,Nefferbank,Confused,1594597970
Postage,30,Confused,Marnaa,1594595730
Money Transfer,1000000,Cashcowf,Neffbankench,1594746134
Postage,30,Cashcowf,Neffbankench,1594746134
Repair Bill,1175,Merchant,Marnaa,1594766777
Postage,60,Confused,Nefferbank,1594811524
Postage,120,Frozbank,Neffer,1594934204
Postage,150,Confused,Marnaa,1594943197
Postage,30,Nefferbank,Marnaa,1594943269
Postage,270,Neffbankherb,Marnaa,1594943286
Postage,60,Neffer,Marnaa,1594943275
Postage,60,Neffer,Thepotman,1595030390
Postage,60,Marnaa,Nefferbank,1595254954
Money Transfer,12500000,Marnaa,Nefferbank,1595254954
Repair Bill,4735,Merchant,Marnaa,1594943211
Repair Bill,10193,Merchant,Neffer,1595177237
Repair Bill,3249,Merchant,Marnaa,1595459706
Postage,120,Neffer,Thepotman,1595457930
Postage,60,Confused,Nefferbank,1595639441
Postage,30,Nefferbank,Marnaa,1595726090
Postage,840,Nefferbank,Neffer,1596052991
Postage,270,neffbankench,Neffer,1596062207
Postage,570,Nefferbank,Neffer,1596062227
Postage,450,Celehorn,Neffer,1596148928
Postage,30,hannibal,Neffer,1596461407
Repair Bill,828,Merchant,Marnaa,1596479790
Postage,30,Neffer,Nefferbank,1596465775
Postage,30,Neffer,Neffbankench,1596488949
Postage,60,neffbankench,Neffer,1596559774
Postage,120,Frozbank,Neffer,1596752095
Repair Bill,68418,Merchant,Neffer,1596750105
Postage,330,Neffer,Thepotman,1596753893
Postage,30,Nefferbank,Neffbankench,1596823197
Money Transfer,2350000,Neffer,Nefferbank,1596823655
Postage,210,Nefferbank,Neffer,1596884196
Postage,360,Marnaa,Nefferbank,1596931383
Postage,120,Nefferbank,Neffer,1597013802
Postage,120,Neffbankench,Neffer,1597013823
Postage,30,Confused,Neffer,1597013811
Repair Bill,9058,Merchant,Neffer,1597012893
Postage,480,Kuzuri,Neffer,1597078360
Repair Bill,18693,Merchant,Marnaa,1596908939
Repair Bill,9210,Merchant,Marnaa,1596914730
Postage,90,Neffer,Nefferbank,1597190054
Money Transfer,1068968,Nefferbank,Thepotman,1597219057
Postage,60,Nefferbank,Neffer,1597251795
Postage,510,Thepotman,Neffbankench,1597250827
Postage,30,Nefferbank,Thepotman,1597219057
Postage,60,neffbankench,Neffer,1596886057
Money Transfer,651637,Nefferbank,Thepotman,1597757933
Postage,30,Nefferbank,Thepotman,1597757933
Postage,30,Neffer,Nefferbank,1597804462
Postage,300,Confused,Neffstorage,1598050184
Repair Bill,142,Merchant,Neffer,1598092649
Repair Bill,27151,Merchant,Neffer,1598097618
Postage,30,Marnaa,Neffer,1598098536
Postage,30,Nefferbank,Neffer,1598098542
Money Transfer,1000000,Nefferbank,Neffer,1598098542
Postage,30,Nefferbank,Marnaa,1598116335
Money Transfer,4000000,Neffer,Nefferbank,1598280682
Postage,30,Neffer,Nefferbank,1598280682
Repair Bill,48039,Merchant,Marnaa,1598137731
Repair Bill,1141,Merchant,Marnaa,1598217294
Postage,480,pugbank,Marnaa,1598736485
Repair Bill,3674,Merchant,Marnaa,1598747269
Postage,180,Nefferbank,Marnaa,1598747303
Repair Bill,14480,Merchant,Marnaa,1598805739
Repair Bill,52180,Merchant,Marnaa,1598807296
Repair Bill,14860,Merchant,Neffer,1598820360
Repair Bill,1638,Merchant,Neffer,1598827581
Postage,240,Frozbank,Neffer,1598828173
Repair Bill,2314,Merchant,Neffer,1598824199
Postage,210,Confused,Marnaa,1598882625
Postage,30,Confused,Neffer,1598891909
Money Transfer,2500000,Pykkles,Neffer,1598891996
Money Transfer,1600000,Celee,Neffer,1598892027
Money Transfer,800000,Frostmon,Neffer,1598892040
Money Transfer,1600000,Xaosan,Neffer,1598892050
Money Transfer,1600000,Dizzay,Neffer,1598892080
Money Transfer,1600000,Darchi,Neffer,1598892092
Money Transfer,1600000,Kuzuri,Neffer,1598892101
Money Transfer,1600000,Aerx,Neffer,1598892117
Money Transfer,1000000,Eresant,Neffer,1598892142
Money Transfer,800000,Spidle,Neffer,1598892163
Money Transfer,800000,Heuwmauw,Neffer,1598892192
Postage,90,thepotman,Confused,1598906478
Postage,60,Neffer,Neffbankench,1598908676
Repair Bill,47342,Merchant,Neffer,1599087008
Postage,30,frozbank,Frozengold,1599088429
Money Transfer,11500000,frozbank,Frozengold,1599088429
Postage,30,Nefferbank,Neffer,1599137398
Money Transfer,20000000,Nefferbank,Neffer,1599137398
Postage,30,Betameta,Neffbankench,1599245812
Money Transfer,4800000,frozbank,Frozengold,1599264965
Postage,30,frozbank,Frozengold,1599264965
Postage,30,hannig,Confused,1599412700
Repair Bill,19147,Merchant,Neffer,1599423705
Repair Bill,21703,Merchant,Neffer,1599431552
Postage,30,Nefferbank,Thepotman,1599436098
Postage,30,Nefferbank,Neffbankench,1599436164
Money Transfer,5906123,Nefferbank,Neffbankench,1599436164
Money Transfer,2029014,Nefferbank,Thepotman,1599436098
Postage,90,Nefferbank,Neffer,1599492778
Postage,30,Neffer,Marnaa,1599510931
Repair Bill,8324,Merchant,Neffer,1599517865
Postage,300,Nefferbank,Marnaa,1599510943
Repair Bill,3573,Merchant,Marnaa,1599505995
Postage,570,Neffbankherb,Nefferbank,1599491635
Postage,300,Frozbank,Neffer,1599430868
Repair Bill,174,Merchant,Neffer,1599415182
Postage,30,Neffer,Nefferbank,1599214762
Postage,120,Poutanara,Confused,1599134642
Postage,30,frozbank,Frozengold,1599210862
Money Transfer,8000000,frozbank,Frozengold,1599210862
Postage,30,Marnaa,Thepotman,1599124329
Postage,630,thepotman,Confused,1598906971
Repair Bill,410,Merchant,Neffer,1598896657
Postage,150,Nefferbank,Neffer,1598892377
Postage,30,Heuwmauw,Neffer,1598892192
Postage,30,Spidle,Neffer,1598892163
Postage,30,Eresant,Neffer,1598892142
Postage,30,Aerx,Neffer,1598892117
Postage,30,Kuzuri,Neffer,1598892101
Postage,30,Darchi,Neffer,1598892092
Postage,30,Dizzay,Neffer,1598892080
Postage,30,Xaosan,Neffer,1598892050
Postage,30,Frostmon,Neffer,1598892040
Postage,30,Celee,Neffer,1598892027
Postage,30,Pykkles,Neffer,1598891996
Postage,30,Nefferbank,Neffer,1598891924
Postage,60,Nefferbank,Marnaa,1598882747
Postage,240,Neffbankherb,Marnaa,1598882658
Repair Bill,15712,Merchant,Marnaa,1598882608
Postage,30,Confused,Nefferbank,1598870781
Postage,30,Frozbank,Marnaa,1598869533
Postage,60,Nefferbank,Marnaa,1598807316
Postage,90,Confused,Marnaa,1598807308
Postage,30,neffbankench,Marnaa,1598805823
Postage,120,Neffer,Nefferbank,1598785810
Repair Bill,15623,Merchant,Marnaa,1598736574
Repair Bill,6376,Merchant,Marnaa,1598731840
Postage,120,Neffer,Nefferbank,1598349834
Postage,30,Ceebenn,Confused,1598428193
Postage,30,Nefferbank,Confused,1598428276
Repair Bill,570,Merchant,Neffer,1598457160
Postage,30,Frozbank,Neffer,1598613829
Postage,120,Frozbank,Nefferbank,1598516771
Money Transfer,11000000,Neffer,Nefferbank,1598655510
Money Transfer,2000000,Marnaa,Nefferbank,1598655536
Postage,90,Marnaa,Thepotman,1598719188
Postage,30,frozbank,Frozengold,1598697908
Money Transfer,2800000,frozbank,Frozengold,1598697908
Postage,30,Marnaa,Nefferbank,1598655536
Postage,30,Neffer,Nefferbank,1598655510
Postage,120,Darchiherb,Neffer,1598564534
